FID IID gender age
BD47 HG04142 1 52
BD48 HG04144 1 74
BD49 HG04146 0 75
BD49 HG04147 1 37
BD49 HG04148 1 31
BD50 HG04149 0 66
BD50 HG04150 1 61
BD50 HG04151 1 54
BD51 HG04152 0 63
BD51 HG04153 1 66
BD52 HG04155 0 28
BD52 HG04156 1 28
BD52 HG04157 0 54
BD53 HG04158 0 64
BD53 HG04159 1 55
BD53 HG04160 0 52
BD54 HG04161 0 34
BD54 HG04162 1 60
BD55 HG04164 0 36
BD57 HG04171 1 29
BD58 HG04173 0 70
BD58 HG04174 1 38
BD58 HG04175 1 73
BD59 HG04176 0 54
BD59 HG04177 1 42
BD60 HG04180 1 57
BD61 HG04182 0 42
BD61 HG04183 1 41
BD61 HG04184 1 51
BD62 HG04185 0 25
BD62 HG04186 1 39
BD62 HG04187 0 23
BD63 HG04188 0 66
BD63 HG04189 1 44
BD64 HG04191 0 33
BD64 HG04192 1 29
BD64 HG04193 0 30
BD65 HG04194 0 64
BD65 HG04195 1 63
IT220 HG04198 0 39
ST203 HG04199 0 26
IT220 HG04200 1 44
IT222 HG04202 1 25
ST006 HG04204 0 42
HG04206 HG04206 0 42
IT217 HG04209 1 70
ST186 HG04210 0 25
IT223 HG04211 0 19
IT223 HG04212 1 59
IT226 HG04214 1 56
ST006 HG04215 0 60
IT227 HG04216 1 28
IT220 HG04217 1 70
IT228 HG04219 0 21
IT225 HG04222 0 64
IT231 HG04225 0 35
ST232 HG04227 1 47
ST232 HG04228 0 47
ST232 HG04229 0 60
IT237 HG04235 0 47
IT240 HG04238 0 76
HG04239 HG04239 0 72
1328 NA06984 0 67
1341 NA06985 1 34
13291 NA06986 0 30
1328 NA06989 1 20
1341 NA06991 1 77
1341 NA06993 0 80
1340 NA06994 0 56
13291 NA06995 0 47
13291 NA06997 1 18
1340 NA07000 1 48
13292 NA07014 1 60
1340 NA07019 1 71
1340 NA07022 0 79
1340 NA07029 0 49
13292 NA07031 1 76
1341 NA07034 0 58
13291 NA07037 1 41
13291 NA07045 1 32
1341 NA07048 0 74
13292 NA07051 0 30
1341 NA07055 1 33
1340 NA07056 1 59
1345 NA07345 1 29
1345 NA07346 1 55
1345 NA07347 0 61
1345 NA07348 1 77
1345 NA07349 0 20
1345 NA07357 0 74
13291 NA07435 0 57
1408 NA10830 0 70
1408 NA10831 1 72
1416 NA10835 0 35
1418 NA10836 1 47
1418 NA10837 0 53
1420 NA10838 0 24
1420 NA10839 1 31
1421 NA10840 1 56
1423 NA10842 0 75
1423 NA10843 1 66
1424 NA10845 0 33
1334 NA10846 0 51
1334 NA10847 1 75
1344 NA10851 0 29
1346 NA10852 1 51
1349 NA10854 1 67
1350 NA10855 1 45
1350 NA10856 0 33
1346 NA10857 0 78
1347 NA10859 1 80
1362 NA10860 0 35
1362 NA10861 1 71
1375 NA10863 1 30
1377 NA10864 1 79
1377 NA10865 0 77
1350 NA11829 0 36
1350 NA11830 1 45
1350 NA11831 0 80
1350 NA11832 1 67
1349 NA11839 0 27
1349 NA11840 1 55
1349 NA11843 0 54
1347 NA11881 0 77
1347 NA11882 1 59
1377 NA11891 0 47
1377 NA11892 1 46
1377 NA11893 0 42
1377 NA11894 1 20
1423 NA11917 0 78
1423 NA11918 1 41
1423 NA11919 0 21
1423 NA11920 1 62
1424 NA11930 0 30
1424 NA11931 1 46
1424a NA11932 0 32
1424a NA11933 1 70
1362 NA11992 0 41
1362 NA11993 1 63
1362 NA11994 0 65
1362 NA11995 1 74
1420 NA12003 0 59
1420 NA12004 1 70
1420 NA12005 0 59
1420 NA12006 1 31
1346 NA12043 0 69
1346 NA12044 1 38
1346 NA12045 0 40
1346 NA12046 1 53
1344 NA12056 0 51
1344 NA12057 1 77
1344 NA12058 1 60
1334 NA12144 0 24
1334 NA12145 1 32
1334 NA12146 0 71
1408 NA12154 0 46
1408 NA12155 0 63
1408 NA12156 1 72
1375 NA12234 1 62
1408 NA12236 1 50
1334 NA12239 1 59
1416 NA12248 0 32
1416 NA12249 1 32
1375 NA12264 0 34
1418 NA12272 0 74
1418 NA12273 1 45
1418 NA12274 0 35
1418 NA12275 1 36
1421a NA12282 0 32
1421a NA12283 1 28
1421 NA12286 0 27
1421 NA12287 1 57
1328 NA12329 1 20
1330 NA12335 0 71
1330 NA12336 1 57
1330 NA12340 0 78
1330 NA12341 1 70
1330 NA12342 0 42
1330 NA12343 1 41
13281 NA12344 0 48
13281 NA12347 0 64
13281 NA12348 1 44
1353 NA12376 1 25
1353 NA12383 1 29
1354 NA12386 1 36
1354 NA12399 0 71
1354 NA12400 1 61
1355 NA12413 0 31
1355 NA12414 1 20
1355 NA12485 0 33
1353 NA12489 1 44
1353 NA12546 0 78
1358 NA12707 0 71
1358 NA12716 0 63
1358 NA12717 1 77
1358 NA12718 1 72
1444 NA12739 0 79
1444 NA12740 1 18
1444 NA12748 0 43
1444 NA12749 1 45
1444 NA12750 0 36
1444 NA12751 1 28
1447 NA12752 0 24
1447 NA12753 1 59
1447 NA12760 0 69
1447 NA12761 1 78
1447 NA12762 0 23
1447 NA12763 1 80
1451 NA12766 0 65
1451 NA12767 1 75
1451 NA12775 0 61
1451 NA12776 1 72
1451 NA12777 0 58
1451 NA12778 1 76
1454 NA12801 0 20
1454 NA12802 1 42
1454 NA12812 0 38
1454 NA12813 1 70
1454 NA12814 0 71
1454 NA12815 1 72
1456 NA12817 0 31
1456 NA12818 1 33
1456 NA12827 0 25
1456 NA12828 1 73
1456 NA12829 0 58
1456 NA12830 1 22
1458 NA12832 1 18
1458 NA12842 0 76
1458 NA12843 1 79
1459 NA12864 0 73
1459 NA12865 1 73
1459 NA12872 0 76
1459 NA12873 1 63
1459 NA12874 0 80
1459 NA12875 1 70
1463 NA12877 0 56
1463 NA12878 1 33
1463 NA12889 0 33
1463 NA12890 1 73
1463 NA12891 0 34
1463 NA12892 1 74
Y001 NA18484 1 57
Y002 NA18485 0 48
Y001 NA18486 0 35
Y002 NA18487 0 46
Y001 NA18488 1 63
Y002 NA18489 1 61
Y003 NA18497 0 25
Y003 NA18498 0 60
Y003 NA18499 1 60
Y004 NA18500 0 78
Y004 NA18501 0 71
Y004 NA18502 1 44
Y005 NA18503 0 32
Y005 NA18504 0 44
Y005 NA18505 1 36
Y009 NA18506 0 67
Y009 NA18507 0 74
Y009 NA18508 1 74
Y010a NA18510 0 80
Y010 NA18511 1 32
Y013 NA18515 0 55
Y013 NA18516 0 23
Y013 NA18517 1 30
Y014 NA18518 1 27
Y014 NA18519 0 60
Y014 NA18520 1 69
Y016 NA18521 0 76
Y016 NA18522 0 52
Y016 NA18523 1 50
NA18525 NA18525 1 69
NA18526 NA18526 1 46
NA18528 NA18528 1 70
NA18530 NA18530 0 46
NA18531 NA18531 1 30
NA18532 NA18532 1 55
NA18533 NA18533 1 35
NA18534 NA18534 0 48
NA18535 NA18535 1 72
NA18536 NA18536 0 25
NA18537 NA18537 1 48
NA18538 NA18538 1 57
NA18539 NA18539 1 75
NA18541 NA18541 1 38
NA18542 NA18542 1 23
NA18543 NA18543 0 45
NA18544 NA18544 0 45
NA18545 NA18545 1 19
NA18546 NA18546 0 46
NA18547 NA18547 1 22
NA18548 NA18548 0 74
NA18549 NA18549 0 79
NA18550 NA18550 1 75
NA18552 NA18552 1 33
NA18553 NA18553 1 26
NA18555 NA18555 1 20
NA18557 NA18557 0 59
NA18558 NA18558 0 38
NA18559 NA18559 0 45
NA18560 NA18560 1 23
NA18561 NA18561 0 58
NA18562 NA18562 0 73
NA18563 NA18563 0 36
NA18564 NA18564 1 59
NA18565 NA18565 1 63
NA18566 NA18566 1 31
NA18567 NA18567 1 66
NA18570 NA18570 1 75
NA18571 NA18571 1 67
NA18572 NA18572 0 47
NA18573 NA18573 1 74
NA18574 NA18574 1 78
NA18577 NA18577 1 68
NA18579 NA18579 1 69
NA18582 NA18582 1 78
NA18591 NA18591 1 65
NA18592 NA18592 1 19
NA18593 NA18593 1 18
NA18595 NA18595 1 32
NA18596 NA18596 1 42
NA18597 NA18597 1 48
NA18599 NA18599 1 53
NA18602 NA18602 1 52
NA18603 NA18603 0 64
NA18605 NA18605 0 34
NA18606 NA18606 0 39
NA18608 NA18608 0 72
NA18609 NA18609 0 24
NA18610 NA18610 1 24
NA18611 NA18611 0 50
NA18612 NA18612 0 72
NA18613 NA18613 0 71
NA18614 NA18614 1 32
NA18615 NA18615 1 65
NA18616 NA18616 1 31
NA18617 NA18617 1 57
NA18618 NA18618 1 27
NA18619 NA18619 1 28
NA18620 NA18620 0 22
NA18621 NA18621 0 25
NA18622 NA18622 0 41
NA18623 NA18623 0 56
NA18624 NA18624 0 41
NA18625 NA18625 1 70
NA18626 NA18626 1 70
NA18627 NA18627 1 78
NA18628 NA18628 1 54
NA18629 NA18629 0 24
NA18630 NA18630 1 60
NA18631 NA18631 1 40
NA18632 NA18632 0 80
NA18633 NA18633 0 67
NA18634 NA18634 1 75
NA18635 NA18635 0 48
NA18636 NA18636 0 44
NA18637 NA18637 0 78
NA18638 NA18638 0 54
NA18639 NA18639 0 25
NA18640 NA18640 1 57
NA18641 NA18641 1 28
NA18642 NA18642 1 50
NA18643 NA18643 0 43
NA18644 NA18644 1 49
NA18645 NA18645 0 22
NA18646 NA18646 1 63
NA18647 NA18647 0 74
NA18648 NA18648 0 51
NA18740 NA18740 0 28
NA18745 NA18745 0 41
NA18747 NA18747 0 20
NA18748 NA18748 0 23
NA18749 NA18749 0 32
NA18757 NA18757 0 42
Y018 NA18852 1 25
Y018 NA18853 0 32
Y018 NA18854 0 65
Y023 NA18855 1 64
Y023 NA18856 0 40
Y023 NA18857 0 55
Y012 NA18858 1 48
Y012 NA18859 0 70
Y012 NA18860 0 29
Y024 NA18861 1 56
Y024 NA18862 0 50
Y024 NA18863 0 55
Y026 NA18864 1 19
Y026 NA18865 0 52
Y007 NA18867 1 44
Y007 NA18868 0 33
Y007 NA18869 0 80
Y017 NA18870 1 40
Y017 NA18871 0 20
Y017 NA18872 0 23
Y019 NA18873 1 40
Y019 NA18874 0 59
Y019 NA18875 1 66
Y020 NA18876 1 35
Y020 NA18877 0 46
Y021 NA18878 1 60
Y021 NA18879 0 60
Y022 NA18881 1 34
Y020 NA18906 1 71
Y025 NA18907 1 55
Y025a NA18908 0 48
Y027 NA18909 1 61
Y027 NA18910 0 37
Y027 NA18911 0 36
Y028 NA18912 1 58
Y028 NA18913 0 56
Y028 NA18914 0 20
Y029 NA18915 0 31
Y030 NA18916 1 58
Y030 NA18917 0 34
Y033 NA18923 0 34
Y033 NA18924 1 52
Y033 NA18925 0 53
Y030 NA18930 1 47
Y036 NA18933 1 30
Y036 NA18934 0 37
Y036 NA18935 0 28
NA18939 NA18939 1 68
NA18940 NA18940 0 60
NA18941 NA18941 1 21
NA18942 NA18942 1 18
NA18943 NA18943 0 33
NA18944 NA18944 0 28
NA18945 NA18945 0 45
NA18946 NA18946 1 70
NA18947 NA18947 1 42
NA18948 NA18948 0 22
NA18949 NA18949 1 60
NA18950 NA18950 1 74
NA18951 NA18951 1 47
NA18952 NA18952 0 80
NA18953 NA18953 0 42
NA18954 NA18954 1 53
NA18956 NA18956 1 72
NA18957 NA18957 1 77
NA18959 NA18959 0 78
NA18960 NA18960 0 23
NA18961 NA18961 0 56
NA18962 NA18962 0 26
NA18963 NA18963 1 36
NA18964 NA18964 1 52
NA18965 NA18965 0 25
NA18966 NA18966 0 22
NA18967 NA18967 0 79
NA18968 NA18968 1 30
NA18969 NA18969 1 55
NA18970 NA18970 0 71
NA18971 NA18971 0 29
NA18972 NA18972 1 60
NA18973 NA18973 1 69
NA18974 NA18974 0 58
NA18975 NA18975 1 39
NA18976 NA18976 1 79
NA18977 NA18977 0 60
NA18978 NA18978 1 33
NA18979 NA18979 1 60
NA18980 NA18980 1 53
NA18981 NA18981 1 55
NA18982 NA18982 0 18
NA18983 NA18983 0 56
NA18984 NA18984 0 71
NA18985 NA18985 0 19
NA18986 NA18986 0 32
NA18987 NA18987 1 39
NA18988 NA18988 0 56
NA18989 NA18989 0 42
NA18990 NA18990 0 60
NA18991 NA18991 1 56
NA18992 NA18992 1 62
NA18993 NA18993 1 56
NA18994 NA18994 0 70
NA18995 NA18995 0 21
NA18997 NA18997 1 19
NA18998 NA18998 1 58
NA18999 NA18999 1 18
NA19000 NA19000 0 27
NA19001 NA19001 1 74
NA19002 NA19002 1 23
NA19003 NA19003 1 31
NA19004 NA19004 0 24
NA19005 NA19005 0 68
NA19006 NA19006 0 28
NA19007 NA19007 0 43
NA19009 NA19009 0 53
NA19010 NA19010 1 49
NA19011 NA19011 1 31
NA19012 NA19012 0 58
NA19017 NA19017 1 73
NA19019 NA19019 1 78
NA19020 NA19020 0 40
NA19023 NA19023 1 69
NA19024 NA19024 1 71
NA19025 NA19025 0 20
NA19026 NA19026 0 19
NA19027 NA19027 0 19
NA19028 NA19028 0 65
NA19030 NA19030 1 78
NA19031 NA19031 0 47
NA19035 NA19035 0 21
NA19036 NA19036 1 76
NA19037 NA19037 1 25
NA19038 NA19038 1 41
NA19041 NA19041 0 52
NA19042 NA19042 1 68
NA19043 NA19043 0 71
NA19054 NA19054 1 55
NA19055 NA19055 0 44
NA19056 NA19056 0 46
NA19057 NA19057 1 40
NA19058 NA19058 0 59
NA19059 NA19059 1 61
NA19060 NA19060 0 27
NA19062 NA19062 0 38
NA19063 NA19063 0 66
NA19064 NA19064 1 46
NA19065 NA19065 1 51
NA19066 NA19066 0 27
NA19067 NA19067 0 34
NA19068 NA19068 0 24
NA19070 NA19070 0 20
NA19072 NA19072 0 50
NA19074 NA19074 1 69
NA19075 NA19075 0 43
NA19076 NA19076 0 55
NA19077 NA19077 1 41
NA19078 NA19078 1 30
NA19079 NA19079 0 41
NA19080 NA19080 1 46
NA19081 NA19081 1 42
NA19082 NA19082 0 55
NA19083 NA19083 0 20
NA19084 NA19084 1 23
NA19085 NA19085 0 36
NA19086 NA19086 0 40
NA19087 NA19087 1 41
NA19088 NA19088 0 63
NA19089 NA19089 0 22
NA19090 NA19090 1 36
NA19091 NA19091 0 52
Y040 NA19092 0 57
Y040 NA19093 1 64
Y040 NA19094 1 62
Y041 NA19095 1 62
Y041 NA19096 0 55
Y041 NA19097 1 60
Y105 NA19098 0 21
Y105 NA19099 1 58
Y105 NA19100 1 58
Y042 NA19101 0 51
Y042 NA19102 1 72
Y042 NA19103 0 43
Y006 NA19107 0 57
Y006 NA19108 1 51
Y006 NA19109 1 22
Y079 NA19113 0 33
Y079 NA19114 1 74
Y079 NA19115 1 59
Y060 NA19116 1 33
Y100 NA19117 0 75
Y100 NA19118 1 65
Y060 NA19119 0 68
Y060 NA19120 0 40
Y061 NA19121 0 27
Y061 NA19122 1 34
Y061 NA19123 0 68
Y077 NA19127 1 51
Y077 NA19128 0 42
Y077 NA19129 1 71
Y101 NA19130 0 28
Y101 NA19131 1 40
Y101 NA19132 1 46
Y043 NA19137 1 50
Y043 NA19138 0 42
Y043 NA19139 0 53
Y071 NA19140 1 55
Y071 NA19141 0 62
Y071 NA19142 0 66
Y074 NA19143 1 52
Y074 NA19144 0 33
Y074 NA19145 0 42
Y075 NA19146 0 80
Y075 NA19147 1 32
Y075 NA19148 1 34
Y073 NA19149 1 72
Y073 NA19150 0 74
Y073 NA19151 1 66
Y072 NA19152 1 18
Y072 NA19153 0 51
Y072 NA19154 0 45
Y056 NA19159 1 59
Y056 NA19160 0 19
Y056 NA19161 0 76
Y047 NA19171 0 40
Y047 NA19172 1 79
Y047 NA19173 0 53
Y100 NA19174 0 42
Y044 NA19175 0 51
Y044 NA19176 1 62
Y044 NA19177 0 79
Y039 NA19184 0 58
Y039 NA19185 1 42
Y039 NA19186 0 56
Y111 NA19189 0 74
Y111 NA19190 1 59
Y111 NA19191 0 32
Y035 NA19197 1 72
Y035 NA19198 0 35
Y035 NA19199 1 75
Y045 NA19200 0 50
Y045 NA19201 1 59
Y045 NA19202 1 39
Y048 NA19203 0 27
Y048 NA19204 1 34
Y048 NA19205 0 69
Y051 NA19206 1 58
Y051 NA19207 0 80
Y051 NA19208 0 41
Y050 NA19209 1 18
Y050 NA19210 0 57
Y050 NA19211 0 60
Y110 NA19213 0 63
Y110 NA19214 1 19
Y110 NA19215 1 43
Y058 NA19221 1 61
Y058 NA19222 1 58
Y058 NA19223 0 61
Y057 NA19224 0 44
Y057 NA19225 1 61
Y057 NA19226 0 37
Y116 NA19235 1 47
Y116 NA19236 0 47
Y116 NA19237 1 22
Y117 NA19238 1 32
Y117 NA19239 0 18
Y117 NA19240 1 65
Y120 NA19247 1 70
Y120 NA19248 0 30
Y120 NA19249 0 51
Y092 NA19256 0 37
Y092 NA19257 1 37
Y092 NA19258 0 74
NA19307 NA19307 0 58
NA19308 NA19308 0 79
NA19309 NA19309 0 29
NA19310 NA19310 1 33
NA19312 NA19312 0 32
NA19314 NA19314 1 41
NA19315 NA19315 1 20
NA19316 NA19316 1 78
NA19317 NA19317 0 19
NA19318 NA19318 0 39
NA19319 NA19319 0 47
NA19320 NA19320 1 24
NA19321 NA19321 1 61
NA19323 NA19323 1 35
NA19324 NA19324 1 70
NA19327 NA19327 1 66
NA19328 NA19328 1 71
LWK001 NA19331 0 72
NA19332 NA19332 1 75
NA19334 NA19334 0 39
NA19338 NA19338 1 50
NA19346 NA19346 0 20
NA19347 NA19347 0 23
NA19350 NA19350 0 61
NA19351 NA19351 1 68
NA19355 NA19355 1 78
NA19360 NA19360 0 32
NA19372 NA19372 0 41
NA19374 NA19374 0 50
NA19375 NA19375 0 77
NA19376 NA19376 0 60
NA19377 NA19377 1 78
NA19378 NA19378 1 80
NA19379 NA19379 1 36
NA19380 NA19380 0 62
NA19383 NA19383 0 23
NA19384 NA19384 0 22
NA19385 NA19385 0 45
NA19390 NA19390 1 71
NA19391 NA19391 1 54
NA19393 NA19393 0 68
NA19394 NA19394 0 41
NA19395 NA19395 1 65
NA19397 NA19397 0 60
NA19399 NA19399 1 25
NA19401 NA19401 1 55
NA19403 NA19403 1 47
NA19404 NA19404 1 20
NA19428 NA19428 0 66
NA19429 NA19429 0 77
NA19430 NA19430 0 26
NA19431 NA19431 1 46
LWK003 NA19434 1 46
NA19435 NA19435 1 46
NA19436 NA19436 1 44
NA19437 NA19437 1 66
NA19438 NA19438 1 78
NA19439 NA19439 1 29
NA19440 NA19440 1 47
NA19443 NA19443 0 67
LWK004 NA19445 1 44
NA19446 NA19446 1 40
NA19448 NA19448 0 69
NA19449 NA19449 1 63
NA19451 NA19451 0 72
NA19452 NA19452 0 33
NA19454 NA19454 0 69
NA19455 NA19455 0 52
NA19456 NA19456 1 63
NA19457 NA19457 1 23
NA19461 NA19461 0 69
NA19462 NA19462 1 26
NA19463 NA19463 1 66
NA19466 NA19466 0 39
NA19467 NA19467 1 51
NA19468 NA19468 1 38
NA19471 NA19471 1 37
NA19472 NA19472 1 63
NA19473 NA19473 1 64
NA19474 NA19474 1 19
NA19475 NA19475 1 52
2357 NA19625 1 59
m001 NA19648 1 77
m001 NA19649 0 78
m001 NA19650 0 67
m005 NA19651 1 76
m005 NA19652 0 26
m005 NA19653 1 38
m006 NA19654 1 77
m006 NA19655 0 44
m006 NA19656 1 21
m007 NA19657 1 61
m007 NA19658 0 55
m007 NA19659 1 57
m008 NA19660 1 24
m008 NA19661 0 35
m008 NA19662 1 26
m012 NA19663 1 55
m012 NA19664 0 23
m012 NA19665 1 52
m002 NA19669 1 56
m002 NA19670 0 42
m002 NA19671 1 18
m004 NA19675 1 28
m004 NA19676 0 76
m004 NA19677 1 35
m009 NA19678 1 38
m009 NA19679 0 23
m009 NA19680 1 72
m010 NA19681 1 32
m010 NA19682 0 43
m010 NA19683 1 77
m011 NA19684 1 23
m011 NA19685 0 32
m011 NA19686 1 42
2367 NA19700 0 43
2367 NA19701 1 51
2367 NA19702 0 48
2368 NA19703 0 47
2368 NA19704 1 79
2368 NA19705 0 42
2369 NA19707 1 74
2371 NA19711 0 25
2371 NA19712 1 26
2436 NA19713 1 67
m014 NA19716 1 29
m014 NA19717 0 55
m014 NA19718 1 38
m015 NA19719 1 36
m015 NA19720 0 44
m015 NA19721 1 51
m016 NA19722 1 68
m016 NA19723 0 29
m016 NA19724 0 78
m017 NA19725 1 68
m017 NA19726 0 72
m017 NA19727 0 44
m018 NA19728 1 28
m018 NA19729 0 65
m018 NA19730 1 61
m019 NA19731 1 34
m019 NA19732 0 55
m019 NA19733 1 71
2393 NA19734 1 58
2393 NA19735 0 79
2395 NA19740 1 50
2395 NA19741 0 78
m023 NA19746 1 24
m023 NA19747 0 76
m023 NA19748 1 71
m024 NA19749 1 69
m024 NA19750 0 57
m024 NA19751 0 23
2401 NA19752 1 29
m026 NA19755 1 18
m026 NA19756 0 53
m026 NA19757 0 64
m027 NA19758 1 36
m027 NA19759 0 29
m027 NA19760 1 50
m028 NA19761 1 33
m028 NA19762 0 33
m028 NA19763 1 56
2405 NA19764 1 41
m031 NA19770 1 28
m031 NA19771 0 52
m031 NA19772 0 33
m033 NA19773 1 34
m033 NA19774 0 69
m033 NA19775 1 73
m034 NA19776 1 57
m034 NA19777 0 47
m034 NA19778 0 54
m035 NA19779 1 19
m035 NA19780 0 31
m035 NA19781 1 40
m036 NA19782 1 20
m036 NA19783 0 80
m036 NA19784 0 45
m032 NA19785 1 20
m032 NA19786 0 39
m032 NA19787 0 31
m037 NA19788 1 51
m037 NA19789 0 57
m037 NA19790 1 55
2414 NA19792 0 44
m039 NA19794 1 49
m039 NA19795 0 44
m039 NA19796 0 28
2418 NA19818 0 65
2418 NA19819 1 57
2418 NA19828 0 26
2424 NA19834 0 43
2424 NA19835 1 26
2424 NA19836 1 58
2425 NA19900 0 68
2425 NA19901 1 49
2425 NA19902 1 25
2426 NA19904 0 30
2427 NA19908 0 79
2427 NA19909 1 25
2426a NA19913 1 43
2430 NA19914 1 58
2431 NA19916 0 30
2431 NA19917 1 66
2431 NA19918 0 47
2427 NA19919 0 74
2433 NA19920 0 61
2433 NA19921 1 66
2434 NA19922 0 35
2434 NA19923 1 51
2434 NA19924 1 20
2436 NA19982 0 22
2436 NA19983 1 62
2437a NA19984 0 54
2446 NA20126 0 51
2446 NA20127 1 55
2446 NA20128 1 54
2433 NA20129 1 53
2357a NA20274 1 46
2466 NA20276 1 29
2467 NA20278 0 72
2467 NA20279 0 33
2469a NA20281 0 72
2469 NA20282 1 41
2470 NA20287 1 33
2471 NA20289 1 44
2472 NA20291 0 42
2474 NA20294 1 58
2475 NA20296 1 74
2476a NA20298 0 31
2476 NA20299 1 65
2479 NA20314 1 64
2480 NA20317 1 63
2480 NA20318 0 57
2481a NA20320 1 36
2481 NA20321 1 60
2483 NA20332 1 61
2484 NA20334 1 21
2486 NA20339 1 41
2487 NA20340 0 69
2488 NA20342 0 31
2490 NA20346 0 68
2491 NA20348 0 20
2493 NA20351 0 29
2484a NA20355 1 63
2494 NA20356 0 30
2494 NA20357 1 71
2494 NA20358 0 62
2495 NA20359 1 32
2495a NA20362 0 18
2505 NA20412 1 33
NA20502 NA20502 1 32
NA20503 NA20503 1 79
NA20504 NA20504 1 45
NA20505 NA20505 1 43
NA20506 NA20506 1 44
NA20507 NA20507 1 21
NA20508 NA20508 1 79
NA20509 NA20509 0 43
NA20510 NA20510 0 68
NA20511 NA20511 0 46
NA20512 NA20512 0 25
NA20513 NA20513 0 44
NA20514 NA20514 1 47
NA20515 NA20515 0 57
NA20516 NA20516 0 56
NA20517 NA20517 1 70
NA20518 NA20518 0 23
NA20519 NA20519 0 22
NA20520 NA20520 0 31
NA20521 NA20521 0 28
NA20522 NA20522 1 55
NA20524 NA20524 0 50
NA20525 NA20525 0 30
NA20527 NA20527 0 51
NA20528 NA20528 0 79
NA20529 NA20529 1 71
NA20530 NA20530 1 23
NA20531 NA20531 1 56
NA20532 NA20532 0 36
NA20533 NA20533 1 49
NA20534 NA20534 0 33
NA20535 NA20535 1 58
NA20536 NA20536 0 56
NA20538 NA20538 0 47
NA20539 NA20539 0 75
NA20540 NA20540 1 33
NA20541 NA20541 1 55
NA20542 NA20542 1 46
NA20543 NA20543 0 52
NA20544 NA20544 0 63
NA20581 NA20581 0 23
NA20582 NA20582 1 57
NA20585 NA20585 1 79
NA20586 NA20586 0 54
NA20587 NA20587 1 75
NA20588 NA20588 0 51
NA20589 NA20589 1 73
NA20752 NA20752 0 44
NA20753 NA20753 1 67
NA20754 NA20754 0 55
NA20755 NA20755 0 75
NA20756 NA20756 1 61
NA20757 NA20757 1 46
NA20758 NA20758 0 32
NA20759 NA20759 0 43
NA20760 NA20760 1 27
NA20761 NA20761 1 29
NA20762 NA20762 0 78
NA20763 NA20763 0 43
NA20764 NA20764 1 53
NA20765 NA20765 0 36
NA20766 NA20766 1 19
NA20767 NA20767 0 53
NA20768 NA20768 1 77
NA20769 NA20769 1 30
NA20770 NA20770 0 40
NA20771 NA20771 1 80
NA20772 NA20772 1 42
NA20773 NA20773 1 40
NA20774 NA20774 1 23
NA20775 NA20775 1 37
NA20778 NA20778 0 65
NA20783 NA20783 0 18
NA20785 NA20785 0 44
NA20786 NA20786 1 42
NA20787 NA20787 0 69
NA20790 NA20790 1 45
NA20792 NA20792 0 61
NA20795 NA20795 1 45
NA20796 NA20796 0 72
NA20797 NA20797 1 67
NA20798 NA20798 0 42
NA20799 NA20799 1 44
NA20800 NA20800 1 20
NA20801 NA20801 0 62
NA20802 NA20802 1 48
NA20803 NA20803 0 31
NA20804 NA20804 1 62
NA20805 NA20805 0 74
NA20806 NA20806 0 46
NA20807 NA20807 1 25
NA20808 NA20808 1 20
NA20809 NA20809 0 50
NA20810 NA20810 0 20
NA20811 NA20811 0 20
NA20812 NA20812 0 40
NA20813 NA20813 1 50
NA20814 NA20814 0 22
NA20815 NA20815 0 51
NA20818 NA20818 1 67
NA20819 NA20819 1 75
NA20821 NA20821 1 52
NA20822 NA20822 1 44
NA20826 NA20826 1 53
NA20827 NA20827 0 55
NA20828 NA20828 1 53
NA20832 NA20832 1 74
NA20845 NA20845 0 50
NA20846 NA20846 0 29
NA20847 NA20847 1 50
NA20849 NA20849 1 65
NA20850 NA20850 0 76
NA20851 NA20851 1 79
NA20852 NA20852 0 43
NA20853 NA20853 1 68
NA20854 NA20854 1 66
NA20856 NA20856 1 53
NA20858 NA20858 0 65
NA20859 NA20859 1 40
NA20861 NA20861 0 42
NA20862 NA20862 1 76
NA20863 NA20863 0 28
NA20864 NA20864 0 76
NA20866 NA20866 0 79
NA20867 NA20867 0 20
GIH001 NA20868 1 79
NA20869 NA20869 1 69
NA20870 NA20870 0 54
NA20872 NA20872 1 20
NA20874 NA20874 1 35
NA20875 NA20875 1 26
NA20876 NA20876 1 38
NA20877 NA20877 1 28
NA20878 NA20878 1 38
NA20881 NA20881 1 19
NA20882 NA20882 1 73
NA20884 NA20884 0 20
NA20885 NA20885 0 70
GIH002 NA20886 1 26
NA20887 NA20887 0 55
NA20888 NA20888 1 77
NA20889 NA20889 0 49
NA20890 NA20890 0 61
NA20891 NA20891 0 55
NA20892 NA20892 1 36
NA20894 NA20894 1 35
NA20895 NA20895 0 28
NA20896 NA20896 1 26
NA20897 NA20897 0 56
NA20899 NA20899 1 59
NA20900 NA20900 1 37
NA20901 NA20901 0 64
NA20902 NA20902 1 55
NA20903 NA20903 0 55
NA20904 NA20904 0 37
NA20905 NA20905 0 36
NA20906 NA20906 1 24
NA20908 NA20908 1 75
GIH003 NA20910 1 69
NA20911 NA20911 0 80
NA21086 NA21086 1 73
NA21087 NA21087 0 79
NA21088 NA21088 1 34
NA21089 NA21089 1 78
NA21090 NA21090 0 41
NA21091 NA21091 0 76
NA21092 NA21092 0 74
NA21093 NA21093 0 51
NA21094 NA21094 0 53
NA21095 NA21095 0 28
